,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,0.9854501364049713,
A11-e003Coalescence-mBHI-p5,0.9505910882085481,
A11-e003Coalescence-mBHI-p7,0.7884207335556229,
A11-e003Coalescence-mGAM-p3,0.9799939375568354,
A11-e003Coalescence-mGAM-p7,0.7502273416186723,
A5-e003Coalescence-Inoculumn-mGAM,0.41406486814186116,
D2-e003Coalescence-Inoculumn-mGAM,0.433767808426796,
D8-e003Coalescence-mBHI-p5,0.9733252500757805,
D8-e003Coalescence-mGAM-p5,0.9666565625947257,
E111-e003Coalescence-mBHI-p3_S108,0.9712033949681722,
E111-e003Coalescence-mBHI-p5_S8,0.9887844801454987,
E111-e003Coalescence-mBHI-p7_S104,0.8939072446195817,
E111-e003Coalescence-mGAM-p5_S56,0.8784480145498635,
H8-e003Coalescence-mBHI-p5_S41,0.9802970597150652,
H8-e003Coalescence-mBHI-p7_S137,0.9715065171264019,
H8-e003Coalescence-mGAM-p5_S89,0.957259775689603,
H8-e003Coalescence-mGAM-p7_S185,0.9842376477720521,
A11-e003Coalescence-mBHI-p3,,0.0
A11-e003Coalescence-mBHI-p5,,0.0
A11-e003Coalescence-mBHI-p7,,0.0
A11-e003Coalescence-mGAM-p3,,0.0
A11-e003Coalescence-mGAM-p7,,0.0
A5-e003Coalescence-Inoculumn-mGAM,,0.0053355798932884025
D2-e003Coalescence-Inoculumn-mGAM,,0.009547879809042405
D8-e003Coalescence-mBHI-p5,,0.0
D8-e003Coalescence-mGAM-p5,,0.0
E111-e003Coalescence-mBHI-p3_S108,,0.0
E111-e003Coalescence-mBHI-p5_S8,,0.0
E111-e003Coalescence-mBHI-p7_S104,,0.0
E111-e003Coalescence-mGAM-p5_S56,,0.0
H8-e003Coalescence-mBHI-p5_S41,,0.0
H8-e003Coalescence-mBHI-p7_S137,,0.0
H8-e003Coalescence-mGAM-p5_S89,,0.0
H8-e003Coalescence-mGAM-p7_S185,,0.0
