,index,fixed_diffs,num_int_sites,sample1,species_id
13,D2-e003Coalescence-Inoculumn-mBHI,0.0,763142,A4-e003Coalescence-mBHI-p7,103796
14,A2-e003Coalescence-mGAM-p5,0.0,663927,A4-e003Coalescence-mBHI-p7,103796
15,A2-e003Coalescence-mBHI-p3,1.0,1127225,A4-e003Coalescence-mBHI-p7,103796
16,C2-e003Coalescence-mBHI-inoculumn-redo,1.0,793504,A4-e003Coalescence-mBHI-p7,103796
17,A3-e003Coalescence-mBHI-p3,1.0,1183629,A4-e003Coalescence-mBHI-p7,103796
18,A2-e003Coalescence-mBHI-p5,1.0,1147262,A4-e003Coalescence-mBHI-p7,103796
19,A4-e003Coalescence-mBHI-p3,1.0,1170144,A4-e003Coalescence-mBHI-p7,103796
20,A2-e003Coalescence-mBHI-inoculumn-redo,1.0,1147336,A4-e003Coalescence-mBHI-p7,103796
21,B2-e003Coalescence-mBHI-p7,1.0,572967,A4-e003Coalescence-mBHI-p7,103796
22,A5-e003Coalescence-Inoculumn-mBHI,3.0,394909,A4-e003Coalescence-mBHI-p7,103796
23,E2-e003Coalescence-mGAM-p7_S145,3.0,823104,A4-e003Coalescence-mBHI-p7,103796
24,E3-e003Coalescence-mGAM-p3_S58,3.0,564249,A4-e003Coalescence-mBHI-p7,103796
25,H2-e003Coalescence-mGAM-p7_S181,0.0,403831,A4-e003Coalescence-mBHI-p7,103796
26,E3-e003Coalescence-mBHI-p3_S10,5.0,1174908,A4-e003Coalescence-mBHI-p7,103796
27,F2-e003Coalescence-mGAM-p7_S157,2.0,687616,A4-e003Coalescence-mBHI-p7,103796
28,E5-e003Coalescence-mBHI-p7_S100,0.0,382039,A4-e003Coalescence-mBHI-p7,103796
29,E3-e003Coalescence-mGAM-p5_S50,3.0,636324,A4-e003Coalescence-mBHI-p7,103796
30,E2-e003Coalescence-mBHI-p5_S1,5.0,1122662,A4-e003Coalescence-mBHI-p7,103796
31,E2-e003Coalescence-mBHI-p3_S9,5.0,1156024,A4-e003Coalescence-mBHI-p7,103796
32,E4-e003Coalescence-mBHI-p5_S3,2.0,1145630,A4-e003Coalescence-mBHI-p7,103796
33,F2-e003Coalescence-mBHI-p3_S21,3.0,1153827,A4-e003Coalescence-mBHI-p7,103796
34,E3-e003Coalescence-mGAM-p7_S146,1.0,476962,A4-e003Coalescence-mBHI-p7,103796
35,E3-e003Coalescence-mBHI-p5_S2,3.0,1175073,A4-e003Coalescence-mBHI-p7,103796
36,E2-e003Coalescence-mGAM-p3_S57,0.0,618988,A4-e003Coalescence-mBHI-p7,103796
37,F2-e003Coalescence-mBHI-p5_S13,3.0,1179802,A4-e003Coalescence-mBHI-p7,103796
38,E4-e003Coalescence-mBHI-p3_S11,3.0,1164537,A4-e003Coalescence-mBHI-p7,103796
39,E4-e003Coalescence-mBHI-p7_S99,5.0,1145569,A4-e003Coalescence-mBHI-p7,103796
0,B2-e003Coalescence-mBHI-p3,1.0,1183777,C2-e003Coalescence-mBHI-p5,103796
1,A4-e003Coalescence-mBHI-p7,1.0,710669,C2-e003Coalescence-mBHI-p5,103796
2,C2-e003Coalescence-mBHI-p5,0.0,1128555,C2-e003Coalescence-mBHI-p5,103796
3,B2-e003Coalescence-mBHI-p5,0.0,1155593,C2-e003Coalescence-mBHI-p5,103796
4,C2-e003Coalescence-mGAM-p7,0.0,1130881,C2-e003Coalescence-mBHI-p5,103796
5,C2-e003Coalescence-mBHI-p3,0.0,1183344,C2-e003Coalescence-mBHI-p5,103796
6,A2-e003Coalescence-mBHI-p7,0.0,1138340,C2-e003Coalescence-mBHI-p5,103796
7,A2-e003Coalescence-Inoculumn-mBHI,0.0,1143274,C2-e003Coalescence-mBHI-p5,103796
8,B2-e003Coalescence-mGAM-p3,0.0,663724,C2-e003Coalescence-mBHI-p5,103796
9,A5-e003Coalescence-mBHI-p7,0.0,547957,C2-e003Coalescence-mBHI-p5,103796
10,A5-e003Coalescence-mBHI-inoculumn-redo,0.0,1112504,C2-e003Coalescence-mBHI-p5,103796
11,A4-e003Coalescence-mBHI-p5,2.0,944434,C2-e003Coalescence-mBHI-p5,103796
12,A2-e003Coalescence-mGAM-p7,0.0,416562,C2-e003Coalescence-mBHI-p5,103796
13,D2-e003Coalescence-Inoculumn-mBHI,1.0,763142,C2-e003Coalescence-mBHI-p5,103796
14,A2-e003Coalescence-mGAM-p5,0.0,663927,C2-e003Coalescence-mBHI-p5,103796
15,A2-e003Coalescence-mBHI-p3,2.0,1127225,C2-e003Coalescence-mBHI-p5,103796
16,C2-e003Coalescence-mBHI-inoculumn-redo,0.0,793504,C2-e003Coalescence-mBHI-p5,103796
17,A3-e003Coalescence-mBHI-p3,0.0,1183629,C2-e003Coalescence-mBHI-p5,103796
18,A2-e003Coalescence-mBHI-p5,0.0,1147262,C2-e003Coalescence-mBHI-p5,103796
19,A4-e003Coalescence-mBHI-p3,0.0,1170144,C2-e003Coalescence-mBHI-p5,103796
20,A2-e003Coalescence-mBHI-inoculumn-redo,0.0,1147336,C2-e003Coalescence-mBHI-p5,103796
21,B2-e003Coalescence-mBHI-p7,0.0,572967,C2-e003Coalescence-mBHI-p5,103796
22,A5-e003Coalescence-Inoculumn-mBHI,0.0,394909,C2-e003Coalescence-mBHI-p5,103796
23,E2-e003Coalescence-mGAM-p7_S145,7.0,823104,C2-e003Coalescence-mBHI-p5,103796
24,E3-e003Coalescence-mGAM-p3_S58,2.0,564249,C2-e003Coalescence-mBHI-p5,103796
25,H2-e003Coalescence-mGAM-p7_S181,3.0,403831,C2-e003Coalescence-mBHI-p5,103796
26,E3-e003Coalescence-mBHI-p3_S10,9.0,1174908,C2-e003Coalescence-mBHI-p5,103796
27,F2-e003Coalescence-mGAM-p7_S157,2.0,687616,C2-e003Coalescence-mBHI-p5,103796
28,E5-e003Coalescence-mBHI-p7_S100,0.0,382039,C2-e003Coalescence-mBHI-p5,103796
29,E3-e003Coalescence-mGAM-p5_S50,5.0,636324,C2-e003Coalescence-mBHI-p5,103796
30,E2-e003Coalescence-mBHI-p5_S1,9.0,1122662,C2-e003Coalescence-mBHI-p5,103796
31,E2-e003Coalescence-mBHI-p3_S9,9.0,1156024,C2-e003Coalescence-mBHI-p5,103796
32,E4-e003Coalescence-mBHI-p5_S3,6.0,1145630,C2-e003Coalescence-mBHI-p5,103796
33,F2-e003Coalescence-mBHI-p3_S21,7.0,1153827,C2-e003Coalescence-mBHI-p5,103796
34,E3-e003Coalescence-mGAM-p7_S146,0.0,476962,C2-e003Coalescence-mBHI-p5,103796
35,E3-e003Coalescence-mBHI-p5_S2,5.0,1175073,C2-e003Coalescence-mBHI-p5,103796
36,E2-e003Coalescence-mGAM-p3_S57,1.0,618988,C2-e003Coalescence-mBHI-p5,103796
37,F2-e003Coalescence-mBHI-p5_S13,7.0,1179802,C2-e003Coalescence-mBHI-p5,103796
38,E4-e003Coalescence-mBHI-p3_S11,7.0,1164537,C2-e003Coalescence-mBHI-p5,103796
39,E4-e003Coalescence-mBHI-p7_S99,9.0,1145569,C2-e003Coalescence-mBHI-p5,103796
0,B2-e003Coalescence-mBHI-p3,1.0,1183777,B2-e003Coalescence-mBHI-p5,103796
1,A4-e003Coalescence-mBHI-p7,1.0,710669,B2-e003Coalescence-mBHI-p5,103796
2,C2-e003Coalescence-mBHI-p5,0.0,1128555,B2-e003Coalescence-mBHI-p5,103796
3,B2-e003Coalescence-mBHI-p5,0.0,1155593,B2-e003Coalescence-mBHI-p5,103796
4,C2-e003Coalescence-mGAM-p7,0.0,1130881,B2-e003Coalescence-mBHI-p5,103796
5,C2-e003Coalescence-mBHI-p3,0.0,1183344,B2-e003Coalescence-mBHI-p5,103796
6,A2-e003Coalescence-mBHI-p7,0.0,1138340,B2-e003Coalescence-mBHI-p5,103796
7,A2-e003Coalescence-Inoculumn-mBHI,0.0,1143274,B2-e003Coalescence-mBHI-p5,103796
8,B2-e003Coalescence-mGAM-p3,0.0,663724,B2-e003Coalescence-mBHI-p5,103796
9,A5-e003Coalescence-mBHI-p7,0.0,547957,B2-e003Coalescence-mBHI-p5,103796
10,A5-e003Coalescence-mBHI-inoculumn-redo,0.0,1112504,B2-e003Coalescence-mBHI-p5,103796
11,A4-e003Coalescence-mBHI-p5,3.0,944434,B2-e003Coalescence-mBHI-p5,103796
12,A2-e003Coalescence-mGAM-p7,0.0,416562,B2-e003Coalescence-mBHI-p5,103796
13,D2-e003Coalescence-Inoculumn-mBHI,1.0,763142,B2-e003Coalescence-mBHI-p5,103796
14,A2-e003Coalescence-mGAM-p5,0.0,663927,B2-e003Coalescence-mBHI-p5,103796
15,A2-e003Coalescence-mBHI-p3,2.0,1127225,B2-e003Coalescence-mBHI-p5,103796
16,C2-e003Coalescence-mBHI-inoculumn-redo,0.0,793504,B2-e003Coalescence-mBHI-p5,103796
17,A3-e003Coalescence-mBHI-p3,0.0,1183629,B2-e003Coalescence-mBHI-p5,103796
18,A2-e003Coalescence-mBHI-p5,0.0,1147262,B2-e003Coalescence-mBHI-p5,103796
19,A4-e003Coalescence-mBHI-p3,0.0,1170144,B2-e003Coalescence-mBHI-p5,103796
20,A2-e003Coalescence-mBHI-inoculumn-redo,0.0,1147336,B2-e003Coalescence-mBHI-p5,103796
21,B2-e003Coalescence-mBHI-p7,0.0,572967,B2-e003Coalescence-mBHI-p5,103796
22,A5-e003Coalescence-Inoculumn-mBHI,0.0,394909,B2-e003Coalescence-mBHI-p5,103796
23,E2-e003Coalescence-mGAM-p7_S145,7.0,823104,B2-e003Coalescence-mBHI-p5,103796
24,E3-e003Coalescence-mGAM-p3_S58,2.0,564249,B2-e003Coalescence-mBHI-p5,103796
25,H2-e003Coalescence-mGAM-p7_S181,3.0,403831,B2-e003Coalescence-mBHI-p5,103796
26,E3-e003Coalescence-mBHI-p3_S10,9.0,1174908,B2-e003Coalescence-mBHI-p5,103796
27,F2-e003Coalescence-mGAM-p7_S157,2.0,687616,B2-e003Coalescence-mBHI-p5,103796
28,E5-e003Coalescence-mBHI-p7_S100,0.0,382039,B2-e003Coalescence-mBHI-p5,103796
29,E3-e003Coalescence-mGAM-p5_S50,5.0,636324,B2-e003Coalescence-mBHI-p5,103796
30,E2-e003Coalescence-mBHI-p5_S1,9.0,1122662,B2-e003Coalescence-mBHI-p5,103796
31,E2-e003Coalescence-mBHI-p3_S9,9.0,1156024,B2-e003Coalescence-mBHI-p5,103796
32,E4-e003Coalescence-mBHI-p5_S3,6.0,1145630,B2-e003Coalescence-mBHI-p5,103796
33,F2-e003Coalescence-mBHI-p3_S21,7.0,1153827,B2-e003Coalescence-mBHI-p5,103796
34,E3-e003Coalescence-mGAM-p7_S146,0.0,476962,B2-e003Coalescence-mBHI-p5,103796
35,E3-e003Coalescence-mBHI-p5_S2,5.0,1175073,B2-e003Coalescence-mBHI-p5,103796
36,E2-e003Coalescence-mGAM-p3_S57,2.0,618988,B2-e003Coalescence-mBHI-p5,103796
37,F2-e003Coalescence-mBHI-p5_S13,7.0,1179802,B2-e003Coalescence-mBHI-p5,103796
38,E4-e003Coalescence-mBHI-p3_S11,7.0,1164537,B2-e003Coalescence-mBHI-p5,103796
39,E4-e003Coalescence-mBHI-p7_S99,9.0,1145569,B2-e003Coalescence-mBHI-p5,103796
0,B2-e003Coalescence-mBHI-p3,2.0,1183777,C2-e003Coalescence-mGAM-p7,103796
1,A4-e003Coalescence-mBHI-p7,0.0,710669,C2-e003Coalescence-mGAM-p7,103796
2,C2-e003Coalescence-mBHI-p5,0.0,1128555,C2-e003Coalescence-mGAM-p7,103796
3,B2-e003Coalescence-mBHI-p5,0.0,1155593,C2-e003Coalescence-mGAM-p7,103796
4,C2-e003Coalescence-mGAM-p7,0.0,1130881,C2-e003Coalescence-mGAM-p7,103796
5,C2-e003Coalescence-mBHI-p3,0.0,1183344,C2-e003Coalescence-mGAM-p7,103796
6,A2-e003Coalescence-mBHI-p7,0.0,1138340,C2-e003Coalescence-mGAM-p7,103796
7,A2-e003Coalescence-Inoculumn-mBHI,0.0,1143274,C2-e003Coalescence-mGAM-p7,103796
8,B2-e003Coalescence-mGAM-p3,0.0,663724,C2-e003Coalescence-mGAM-p7,103796
9,A5-e003Coalescence-mBHI-p7,0.0,547957,C2-e003Coalescence-mGAM-p7,103796
10,A5-e003Coalescence-mBHI-inoculumn-redo,0.0,1112504,C2-e003Coalescence-mGAM-p7,103796
11,A4-e003Coalescence-mBHI-p5,2.0,944434,C2-e003Coalescence-mGAM-p7,103796
12,A2-e003Coalescence-mGAM-p7,0.0,416562,C2-e003Coalescence-mGAM-p7,103796
13,D2-e003Coalescence-Inoculumn-mBHI,0.0,763142,C2-e003Coalescence-mGAM-p7,103796
14,A2-e003Coalescence-mGAM-p5,0.0,663927,C2-e003Coalescence-mGAM-p7,103796
15,A2-e003Coalescence-mBHI-p3,2.0,1127225,C2-e003Coalescence-mGAM-p7,103796
16,C2-e003Coalescence-mBHI-inoculumn-redo,0.0,793504,C2-e003Coalescence-mGAM-p7,103796
17,A3-e003Coalescence-mBHI-p3,0.0,1183629,C2-e003Coalescence-mGAM-p7,103796
18,A2-e003Coalescence-mBHI-p5,0.0,1147262,C2-e003Coalescence-mGAM-p7,103796
19,A4-e003Coalescence-mBHI-p3,0.0,1170144,C2-e003Coalescence-mGAM-p7,103796
20,A2-e003Coalescence-mBHI-inoculumn-redo,0.0,1147336,C2-e003Coalescence-mGAM-p7,103796
21,B2-e003Coalescence-mBHI-p7,0.0,572967,C2-e003Coalescence-mGAM-p7,103796
22,A5-e003Coalescence-Inoculumn-mBHI,0.0,394909,C2-e003Coalescence-mGAM-p7,103796
23,E2-e003Coalescence-mGAM-p7_S145,7.0,823104,C2-e003Coalescence-mGAM-p7,103796
24,E3-e003Coalescence-mGAM-p3_S58,2.0,564249,C2-e003Coalescence-mGAM-p7,103796
25,H2-e003Coalescence-mGAM-p7_S181,3.0,403831,C2-e003Coalescence-mGAM-p7,103796
26,E3-e003Coalescence-mBHI-p3_S10,9.0,1174908,C2-e003Coalescence-mGAM-p7,103796
27,F2-e003Coalescence-mGAM-p7_S157,2.0,687616,C2-e003Coalescence-mGAM-p7,103796
28,E5-e003Coalescence-mBHI-p7_S100,0.0,382039,C2-e003Coalescence-mGAM-p7,103796
29,E3-e003Coalescence-mGAM-p5_S50,5.0,636324,C2-e003Coalescence-mGAM-p7,103796
30,E2-e003Coalescence-mBHI-p5_S1,9.0,1122662,C2-e003Coalescence-mGAM-p7,103796
31,E2-e003Coalescence-mBHI-p3_S9,9.0,1156024,C2-e003Coalescence-mGAM-p7,103796
32,E4-e003Coalescence-mBHI-p5_S3,6.0,1145630,C2-e003Coalescence-mGAM-p7,103796
33,F2-e003Coalescence-mBHI-p3_S21,7.0,1153827,C2-e003Coalescence-mGAM-p7,103796
34,E3-e003Coalescence-mGAM-p7_S146,0.0,476962,C2-e003Coalescence-mGAM-p7,103796
35,E3-e003Coalescence-mBHI-p5_S2,5.0,1175073,C2-e003Coalescence-mGAM-p7,103796
36,E2-e003Coalescence-mGAM-p3_S57,0.0,618988,C2-e003Coalescence-mGAM-p7,103796
37,F2-e003Coalescence-mBHI-p5_S13,7.0,1179802,C2-e003Coalescence-mGAM-p7,103796
38,E4-e003Coalescence-mBHI-p3_S11,7.0,1164537,C2-e003Coalescence-mGAM-p7,103796
39,E4-e003Coalescence-mBHI-p7_S99,9.0,1145569,C2-e003Coalescence-mGAM-p7,103796
0,B2-e003Coalescence-mBHI-p3,1.0,1183777,C2-e003Coalescence-mBHI-p3,103796
1,A4-e003Coalescence-mBHI-p7,0.0,710669,C2-e003Coalescence-mBHI-p3,103796
2,C2-e003Coalescence-mBHI-p5,0.0,1128555,C2-e003Coalescence-mBHI-p3,103796
3,B2-e003Coalescence-mBHI-p5,0.0,1155593,C2-e003Coalescence-mBHI-p3,103796
4,C2-e003Coalescence-mGAM-p7,0.0,1130881,C2-e003Coalescence-mBHI-p3,103796
5,C2-e003Coalescence-mBHI-p3,0.0,1183344,C2-e003Coalescence-mBHI-p3,103796
6,A2-e003Coalescence-mBHI-p7,0.0,1138340,C2-e003Coalescence-mBHI-p3,103796
7,A2-e003Coalescence-Inoculumn-mBHI,0.0,1143274,C2-e003Coalescence-mBHI-p3,103796
8,B2-e003Coalescence-mGAM-p3,0.0,663724,C2-e003Coalescence-mBHI-p3,103796
9,A5-e003Coalescence-mBHI-p7,0.0,547957,C2-e003Coalescence-mBHI-p3,103796
10,A5-e003Coalescence-mBHI-inoculumn-redo,0.0,1112504,C2-e003Coalescence-mBHI-p3,103796
11,A4-e003Coalescence-mBHI-p5,2.0,944434,C2-e003Coalescence-mBHI-p3,103796
12,A2-e003Coalescence-mGAM-p7,0.0,416562,C2-e003Coalescence-mBHI-p3,103796
13,D2-e003Coalescence-Inoculumn-mBHI,0.0,763142,C2-e003Coalescence-mBHI-p3,103796
14,A2-e003Coalescence-mGAM-p5,0.0,663927,C2-e003Coalescence-mBHI-p3,103796
15,A2-e003Coalescence-mBHI-p3,2.0,1127225,C2-e003Coalescence-mBHI-p3,103796
16,C2-e003Coalescence-mBHI-inoculumn-redo,0.0,793504,C2-e003Coalescence-mBHI-p3,103796
17,A3-e003Coalescence-mBHI-p3,0.0,1183629,C2-e003Coalescence-mBHI-p3,103796
18,A2-e003Coalescence-mBHI-p5,0.0,1147262,C2-e003Coalescence-mBHI-p3,103796
19,A4-e003Coalescence-mBHI-p3,0.0,1170144,C2-e003Coalescence-mBHI-p3,103796
20,A2-e003Coalescence-mBHI-inoculumn-redo,0.0,1147336,C2-e003Coalescence-mBHI-p3,103796
21,B2-e003Coalescence-mBHI-p7,0.0,572967,C2-e003Coalescence-mBHI-p3,103796
22,A5-e003Coalescence-Inoculumn-mBHI,0.0,394909,C2-e003Coalescence-mBHI-p3,103796
23,E2-e003Coalescence-mGAM-p7_S145,7.0,823104,C2-e003Coalescence-mBHI-p3,103796
24,E3-e003Coalescence-mGAM-p3_S58,2.0,564249,C2-e003Coalescence-mBHI-p3,103796
25,H2-e003Coalescence-mGAM-p7_S181,3.0,403831,C2-e003Coalescence-mBHI-p3,103796
26,E3-e003Coalescence-mBHI-p3_S10,9.0,1174908,C2-e003Coalescence-mBHI-p3,103796
27,F2-e003Coalescence-mGAM-p7_S157,2.0,687616,C2-e003Coalescence-mBHI-p3,103796
28,E5-e003Coalescence-mBHI-p7_S100,0.0,382039,C2-e003Coalescence-mBHI-p3,103796
29,E3-e003Coalescence-mGAM-p5_S50,5.0,636324,C2-e003Coalescence-mBHI-p3,103796
30,E2-e003Coalescence-mBHI-p5_S1,9.0,1122662,C2-e003Coalescence-mBHI-p3,103796
31,E2-e003Coalescence-mBHI-p3_S9,9.0,1156024,C2-e003Coalescence-mBHI-p3,103796
32,E4-e003Coalescence-mBHI-p5_S3,6.0,1145630,C2-e003Coalescence-mBHI-p3,103796
33,F2-e003Coalescence-mBHI-p3_S21,7.0,1153827,C2-e003Coalescence-mBHI-p3,103796
34,E3-e003Coalescence-mGAM-p7_S146,0.0,476962,C2-e003Coalescence-mBHI-p3,103796
35,E3-e003Coalescence-mBHI-p5_S2,5.0,1175073,C2-e003Coalescence-mBHI-p3,103796
36,E2-e003Coalescence-mGAM-p3_S57,0.0,618988,C2-e003Coalescence-mBHI-p3,103796
37,F2-e003Coalescence-mBHI-p5_S13,7.0,1179802,C2-e003Coalescence-mBHI-p3,103796
38,E4-e003Coalescence-mBHI-p3_S11,7.0,1164537,C2-e003Coalescence-mBHI-p3,103796
39,E4-e003Coalescence-mBHI-p7_S99,9.0,1145569,C2-e003Coalescence-mBHI-p3,103796
0,B2-e003Coalescence-mBHI-p3,1.0,1183777,A2-e003Coalescence-mBHI-p7,103796
1,A4-e003Coalescence-mBHI-p7,0.0,710669,A2-e003Coalescence-mBHI-p7,103796
2,C2-e003Coalescence-mBHI-p5,0.0,1128555,A2-e003Coalescence-mBHI-p7,103796
3,B2-e003Coalescence-mBHI-p5,0.0,1155593,A2-e003Coalescence-mBHI-p7,103796
4,C2-e003Coalescence-mGAM-p7,0.0,1130881,A2-e003Coalescence-mBHI-p7,103796
5,C2-e003Coalescence-mBHI-p3,0.0,1183344,A2-e003Coalescence-mBHI-p7,103796
6,A2-e003Coalescence-mBHI-p7,0.0,1138340,A2-e003Coalescence-mBHI-p7,103796
7,A2-e003Coalescence-Inoculumn-mBHI,0.0,1143274,A2-e003Coalescence-mBHI-p7,103796
8,B2-e003Coalescence-mGAM-p3,0.0,663724,A2-e003Coalescence-mBHI-p7,103796
9,A5-e003Coalescence-mBHI-p7,0.0,547957,A2-e003Coalescence-mBHI-p7,103796
10,A5-e003Coalescence-mBHI-inoculumn-redo,0.0,1112504,A2-e003Coalescence-mBHI-p7,103796
11,A4-e003Coalescence-mBHI-p5,2.0,944434,A2-e003Coalescence-mBHI-p7,103796
12,A2-e003Coalescence-mGAM-p7,0.0,416562,A2-e003Coalescence-mBHI-p7,103796
13,D2-e003Coalescence-Inoculumn-mBHI,0.0,763142,A2-e003Coalescence-mBHI-p7,103796
14,A2-e003Coalescence-mGAM-p5,0.0,663927,A2-e003Coalescence-mBHI-p7,103796
15,A2-e003Coalescence-mBHI-p3,2.0,1127225,A2-e003Coalescence-mBHI-p7,103796
16,C2-e003Coalescence-mBHI-inoculumn-redo,0.0,793504,A2-e003Coalescence-mBHI-p7,103796
17,A3-e003Coalescence-mBHI-p3,0.0,1183629,A2-e003Coalescence-mBHI-p7,103796
18,A2-e003Coalescence-mBHI-p5,0.0,1147262,A2-e003Coalescence-mBHI-p7,103796
19,A4-e003Coalescence-mBHI-p3,0.0,1170144,A2-e003Coalescence-mBHI-p7,103796
20,A2-e003Coalescence-mBHI-inoculumn-redo,0.0,1147336,A2-e003Coalescence-mBHI-p7,103796
21,B2-e003Coalescence-mBHI-p7,0.0,572967,A2-e003Coalescence-mBHI-p7,103796
22,A5-e003Coalescence-Inoculumn-mBHI,0.0,394909,A2-e003Coalescence-mBHI-p7,103796
23,E2-e003Coalescence-mGAM-p7_S145,7.0,823104,A2-e003Coalescence-mBHI-p7,103796
24,E3-e003Coalescence-mGAM-p3_S58,2.0,564249,A2-e003Coalescence-mBHI-p7,103796
