,s1,s2,fixed_diffs,Species,Strain Shift
0,D5-e003Coalescence-Inoculumn-mBHI,C12-e003Coalescence-mBHI-p3,3,100099,False
1,D5-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mGAM-p3,20929,100099,True
2,D5-e003Coalescence-Inoculumn-mBHI,B5-e004Assembly-mBHI-p3,28128,100099,True
3,D5-e003Coalescence-Inoculumn-mBHI,C11-e003Coalescence-mBHI-p3,1,100099,False
4,D5-e003Coalescence-Inoculumn-mBHI,D11-e003Coalescence-mBHI-p5,0,100099,False
5,D5-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mGAM-p7,7705,100099,True
6,D5-e003Coalescence-Inoculumn-mBHI,C8-e003Coalescence-mGAM-p7,29250,100099,True
7,D5-e003Coalescence-Inoculumn-mBHI,D10-e003Coalescence-mBHI-p3,0,100099,False
8,D5-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-mBHI-p3,16735,100099,True
9,D5-e003Coalescence-Inoculumn-mBHI,A8-e003Coalescence-mBHI-p3,29350,100099,True
10,D5-e003Coalescence-Inoculumn-mBHI,A4-e003Coalescence-mBHI-p7,29300,100099,True
11,D5-e003Coalescence-Inoculumn-mBHI,A3-e003Coalescence-mBHI-p7,29620,100099,True
12,D5-e003Coalescence-Inoculumn-mBHI,B9-e003Coalescence-mGAM-p5,0,100099,False
13,D5-e003Coalescence-Inoculumn-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,24367,100099,True
14,D5-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-mBHI-p3,29559,100099,True
15,D5-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p5,0,100099,False
16,D5-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mBHI-p5,29393,100099,True
17,D5-e003Coalescence-Inoculumn-mBHI,B3-e004Assembly-mBHI-p7,28611,100099,True
18,D5-e003Coalescence-Inoculumn-mBHI,B5-e004Assembly-mBHI-p7,28243,100099,True
19,D5-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p3,0,100099,False
20,D5-e003Coalescence-Inoculumn-mBHI,C4-e003GlycerolRevival-mBHI-p2,29170,100099,True
21,D5-e003Coalescence-Inoculumn-mBHI,G5-e004Assembly-epsilon-p3,28656,100099,True
22,D5-e003Coalescence-Inoculumn-mBHI,C5-e004Assembly-mBHI-p3,17499,100099,True
23,D5-e003Coalescence-Inoculumn-mBHI,B2-e003Assembly-mBHI-p5,28670,100099,True
24,D5-e003Coalescence-Inoculumn-mBHI,C3-e004Assembly-mBHI-p5,20270,100099,True
25,D5-e003Coalescence-Inoculumn-mBHI,B2-e003Coalescence-mBHI-p5,18378,100099,True
26,D5-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mGAM-p7,29077,100099,True
27,D5-e003Coalescence-Inoculumn-mBHI,B12-e003Coalescence-mBHI-p3,0,100099,False
28,D5-e003Coalescence-Inoculumn-mBHI,D3-e004Assembly-mGAM-p7,19947,100099,True
29,D5-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mGAM-p3,29444,100099,True
30,D5-e003Coalescence-Inoculumn-mBHI,B4-e003Assembly-mBHI-p5,17885,100099,True
31,D5-e003Coalescence-Inoculumn-mBHI,D4-e004Assembly-mGAM-p5,25634,100099,True
32,D5-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-Inoculumn-mBHI,40,100099,False
33,D5-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mBHI-p7,29484,100099,True
34,D5-e003Coalescence-Inoculumn-mBHI,D11-e003Coalescence-mGAM-p5,0,100099,False
35,D5-e003Coalescence-Inoculumn-mBHI,A11-e003Coalescence-mGAM-p7,0,100099,False
36,D5-e003Coalescence-Inoculumn-mBHI,B8-e003Coalescence-mBHI-p5,0,100099,False
37,D5-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mGAM-p7,29438,100099,True
38,D5-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-mBHI-p5,0,100099,False
39,D5-e003Coalescence-Inoculumn-mBHI,B11-e003Coalescence-mGAM-p3,0,100099,False
40,D5-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,29348,100099,True
41,D5-e003Coalescence-Inoculumn-mBHI,B5-e003Assembly-mBHI-p5,0,100099,False
42,D5-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-mBHI-p5,6,100099,False
43,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mGAM-p5,0,100099,False
44,D5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mBHI-p5,0,100099,False
45,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mBHI-p7,0,100099,False
46,D5-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mBHI-p5,0,100099,False
47,D5-e003Coalescence-Inoculumn-mBHI,A10-e003Coalescence-mBHI-p3,17428,100099,True
48,D5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mGAM-p3,0,100099,False
49,D5-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM,28710,100099,True
50,D5-e003Coalescence-Inoculumn-mBHI,E5-e004Assembly-mGAM-p5,18184,100099,True
