,Unnamed: 0,comm,comm-media,inoculumn,inoculumn_sample,is_inoculumn,media,mesocosm,parent_media,parent_subjects,passage,sample,type_mesocosm,redo,counts,mesocosm-passage,replicate
587,587,H9,H9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,H9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,1,H9-e003Coalescence-mGAM-p1_S827,AC/PP-AF-mGAM-mGAM,False,1,H9-AC/PP-AF-mGAM-mGAM1,0.0
588,588,E4,E4-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E4-AA-AE-mBHI-mGAM,mBHI,AA-AE,1,E4-e003Coalescence-mGAM-p1_S800,AA-AE-mBHI-mGAM,False,1,E4-AA-AE-mBHI-mGAM1,2.0
589,589,F8,F8-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mBHI,F8-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,1,F8-e003Coalescence-mBHI-p1_S813,AA-AC/PP-mGAM-mBHI,False,1,F8-AA-AC/PP-mGAM-mBHI1,3.0
590,590,H4,H4-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mGAM,H4-AE-AF-mBHI-mGAM,mBHI,AE-AF,1,H4-e003Coalescence-mGAM-p1_S803,AE-AF-mBHI-mGAM,False,1,H4-AE-AF-mBHI-mGAM1,3.0
591,591,H3,H3-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mBHI,H3-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,1,H3-e003Coalescence-mBHI-p1_S791,AC/PP-AF-mBHI-mBHI,False,1,H3-AC/PP-AF-mBHI-mBHI1,1.0
592,592,A3,A3-mBHI,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,A3-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,1,A3-e003Coalescence-mBHI-p1_S724,AA-AC/PP-mBHI-mBHI,False,1,A3-AA-AC/PP-mBHI-mBHI1,0.0
593,593,C11,C11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,C11-AE-AF-mGAM-mGAM,mGAM,AE-AF,1,C11-e003Coalescence-mGAM-p1_S778,AE-AF-mGAM-mGAM,False,1,C11-AE-AF-mGAM-mGAM1,0.0
594,594,A8,A8-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mBHI,A8-AA-AA-mGAM-mBHI,mGAM,AA-AA,1,A8-e003Coalescence-mBHI-p1_S748,AA-AA-mGAM-mBHI,False,1,A8-AA-AA-mGAM-mBHI1,0.0
595,595,B5,B5-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mGAM,B5-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,1,B5-e003Coalescence-mGAM-p1_S745,AC/PP-AF-mBHI-mGAM,False,1,B5-AC/PP-AF-mBHI-mGAM1,2.0
596,596,C2,C2-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C2-AA-AE-mBHI-mGAM,mBHI,AA-AE,1,C2-e003Coalescence-mGAM-p1_S722,AA-AE-mBHI-mGAM,False,1,C2-AA-AE-mBHI-mGAM1,1.0
597,597,D5,D5-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mGAM,D5-AF-AF-mBHI-mGAM,mBHI,AF-AF,1,D5-e003Coalescence-mGAM-p1_S747,AF-AF-mBHI-mGAM,False,1,D5-AF-AF-mBHI-mGAM1,0.0
598,598,F11,F11-mBHI,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mBHI,F11-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,1,F11-e003Coalescence-mBHI-p1_S837,AC/PP-AF-mGAM-mBHI,False,1,F11-AC/PP-AF-mGAM-mBHI1,3.0
599,599,D3,D3-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mGAM,D3-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,1,D3-e003Coalescence-mGAM-p1_S731,AC/PP-AF-mBHI-mGAM,False,1,D3-AC/PP-AF-mBHI-mGAM1,0.0
600,600,C11,C11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,C11-AE-AF-mGAM-mBHI,mGAM,AE-AF,1,C11-e003Coalescence-mBHI-p1_S774,AE-AF-mGAM-mBHI,False,1,C11-AE-AF-mGAM-mBHI1,0.0
601,601,H10,H10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,H10-AE-AF-mGAM-mBHI,mGAM,AE-AF,1,H10-e003Coalescence-mBHI-p1_S831,AE-AF-mGAM-mBHI,False,1,H10-AE-AF-mGAM-mBHI1,2.0
602,602,G2,G2-mGAM,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G2-AA-AE-mBHI-mGAM,mBHI,AA-AE,1,G2-e003Coalescence-mGAM-p1_S786,AA-AE-mBHI-mGAM,False,1,G2-AA-AE-mBHI-mGAM1,3.0
603,603,B8,B8-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mGAM,B8-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,1,B8-e003Coalescence-mGAM-p1_S753,AA-AC/PP-mGAM-mGAM,False,1,B8-AA-AC/PP-mGAM-mGAM1,2.0
604,604,G3,G3-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G3-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,1,G3-e003Coalescence-mBHI-p1_S790,AC/PP-AE-mBHI-mBHI,False,1,G3-AC/PP-AE-mBHI-mBHI1,2.0
605,605,B2,B2-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mBHI,B2-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,1,B2-e003Coalescence-mBHI-p1_S717,AA-AC/PP-mBHI-mBHI,False,1,B2-AA-AC/PP-mBHI-mBHI1,2.0
606,606,A3,A3-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,A3-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,1,A3-e003Coalescence-mGAM-p1_S728,AA-AC/PP-mBHI-mGAM,False,1,A3-AA-AC/PP-mBHI-mGAM1,0.0
607,607,E10,E10-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,E10-AA-AE-mGAM-mGAM,mGAM,AA-AE,1,E10-e003Coalescence-mGAM-p1_S832,AA-AE-mGAM-mGAM,False,1,E10-AA-AE-mGAM-mGAM1,1.0
608,608,A5,A5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,A5-AA-AF-mBHI-mGAM,mBHI,AA-AF,1,A5-e003Coalescence-mGAM-p1_S744,AA-AF-mBHI-mGAM,False,1,A5-AA-AF-mBHI-mGAM1,0.0
609,609,H9,H9-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mBHI,H9-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,1,H9-e003Coalescence-mBHI-p1_S823,AC/PP-AF-mGAM-mBHI,False,1,H9-AC/PP-AF-mGAM-mBHI1,0.0
610,610,C10,C10-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,C10-AE-AE-mGAM-mBHI,mGAM,AE-AE,1,C10-e003Coalescence-mBHI-p1_S766,AE-AE-mGAM-mBHI,False,1,C10-AE-AE-mGAM-mBHI1,1.0
611,611,C9,C9-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,C9-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,1,C9-e003Coalescence-mBHI-p1_S758,AC/PP-AE-mGAM-mBHI,False,1,C9-AC/PP-AE-mGAM-mBHI1,1.0
612,612,E2,E2-mBHI,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E2-AA-AA-mBHI-mBHI,mBHI,AA-AA,1,E2-e003Coalescence-mBHI-p1_S780,AA-AA-mBHI-mBHI,False,1,E2-AA-AA-mBHI-mBHI1,1.0
613,613,A4,A4-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,A4-AA-AE-mBHI-mBHI,mBHI,AA-AE,1,A4-e003Coalescence-mBHI-p1_S732,AA-AE-mBHI-mBHI,False,1,A4-AA-AE-mBHI-mBHI1,0.0
614,614,F2,F2-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mBHI,F2-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,1,F2-e003Coalescence-mBHI-p1_S781,AA-AC/PP-mBHI-mBHI,False,1,F2-AA-AC/PP-mBHI-mBHI1,3.0
615,615,B3,B3-mBHI,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,False,mBHI,B3-AC/PP-AC/PP-mBHI-mBHI,mBHI,AC/PP-AC/PP,1,B3-e003Coalescence-mBHI-p1_S725,AC/PP-AC/PP-mBHI-mBHI,False,1,B3-AC/PP-AC/PP-mBHI-mBHI1,0.0
616,616,E5,E5-mGAM,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mGAM,E5-AA-AF-mBHI-mGAM,mBHI,AA-AF,1,E5-e003Coalescence-mGAM-p1_S808,AA-AF-mBHI-mGAM,False,1,E5-AA-AF-mBHI-mGAM1,2.0
617,617,F5,F5-mBHI,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mBHI,F5-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,1,F5-e003Coalescence-mBHI-p1_S805,AC/PP-AF-mBHI-mBHI,False,1,F5-AC/PP-AF-mBHI-mBHI1,3.0
618,618,C8,C8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,C8-AA-AE-mGAM-mBHI,mGAM,AA-AE,1,C8-e003Coalescence-mBHI-p1_S750,AA-AE-mGAM-mBHI,False,1,C8-AA-AE-mGAM-mBHI1,0.0
619,619,D2,D2-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mGAM,D2-AA-AF-mBHI-mGAM,mBHI,AA-AF,1,D2-e003Coalescence-mGAM-p1_S723,AA-AF-mBHI-mGAM,False,1,D2-AA-AF-mBHI-mGAM1,1.0
620,620,C3,C3-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C3-AC/PP-AE-mBHI-mGAM,mBHI,AC/PP-AE,1,C3-e003Coalescence-mGAM-p1_S730,AC/PP-AE-mBHI-mGAM,False,1,C3-AC/PP-AE-mBHI-mGAM1,0.0
621,621,C4,C4-mGAM,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C4-AE-AE-mBHI-mGAM,mBHI,AE-AE,1,C4-e003Coalescence-mGAM-p1_S738,AE-AE-mBHI-mGAM,False,1,C4-AE-AE-mBHI-mGAM1,0.0
622,622,H8,H8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,H8-AA-AF-mGAM-mBHI,mGAM,AA-AF,1,H8-e003Coalescence-mBHI-p1_S815,AA-AF-mGAM-mBHI,False,1,H8-AA-AF-mGAM-mBHI1,3.0
623,623,D8,D8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,D8-AA-AF-mGAM-mBHI,mGAM,AA-AF,1,D8-e003Coalescence-mBHI-p1_S751,AA-AF-mGAM-mBHI,False,1,D8-AA-AF-mGAM-mBHI1,1.0
624,624,E8,E8-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mBHI,E8-AA-AA-mGAM-mBHI,mGAM,AA-AA,1,E8-e003Coalescence-mBHI-p1_S812,AA-AA-mGAM-mBHI,False,1,E8-AA-AA-mGAM-mBHI1,1.0
625,625,E2,E2-mGAM,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E2-AA-AA-mBHI-mGAM,mBHI,AA-AA,1,E2-e003Coalescence-mGAM-p1_S784,AA-AA-mBHI-mGAM,False,1,E2-AA-AA-mBHI-mGAM1,1.0
626,626,G8,G8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,G8-AA-AE-mGAM-mGAM,mGAM,AA-AE,1,G8-e003Coalescence-mGAM-p1_S818,AA-AE-mGAM-mGAM,False,1,G8-AA-AE-mGAM-mGAM1,3.0
627,627,C5,C5-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,C5-AE-AF-mBHI-mGAM,mBHI,AE-AF,1,C5-e003Coalescence-mGAM-p1_S746,AE-AF-mBHI-mGAM,False,1,C5-AE-AF-mBHI-mGAM1,0.0
628,628,D4,D4-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mGAM,D4-AE-AF-mBHI-mGAM,mBHI,AE-AF,1,D4-e003Coalescence-mGAM-p1_S739,AE-AF-mBHI-mGAM,False,1,D4-AE-AF-mBHI-mGAM1,1.0
629,629,A4,A4-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,A4-AA-AE-mBHI-mGAM,mBHI,AA-AE,1,A4-e003Coalescence-mGAM-p1_S736,AA-AE-mBHI-mGAM,False,1,A4-AA-AE-mBHI-mGAM1,0.0
630,630,D4,D4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,D4-AE-AF-mBHI-mBHI,mBHI,AE-AF,1,D4-e003Coalescence-mBHI-p1_S735,AE-AF-mBHI-mBHI,False,1,D4-AE-AF-mBHI-mBHI1,1.0
631,631,F9,F9-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mBHI,F9-AC/PP-AC/PP-mGAM-mBHI,mGAM,AC/PP-AC/PP,1,F9-e003Coalescence-mBHI-p1_S821,AC/PP-AC/PP-mGAM-mBHI,False,1,F9-AC/PP-AC/PP-mGAM-mBHI1,1.0
632,632,G2,G2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G2-AA-AE-mBHI-mBHI,mBHI,AA-AE,1,G2-e003Coalescence-mBHI-p1_S782,AA-AE-mBHI-mBHI,False,1,G2-AA-AE-mBHI-mBHI1,2.0
633,633,F10,F10-mBHI,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,False,mBHI,F10-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,1,F10-e003Coalescence-mBHI-p1_S829,AC/PP-AE-mGAM-mBHI,False,1,F10-AC/PP-AE-mGAM-mBHI1,3.0
634,634,H5,H5-mGAM,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mGAM,H5-AF-AF-mBHI-mGAM,mBHI,AF-AF,1,H5-e003Coalescence-mGAM-p1_S811,AF-AF-mBHI-mGAM,False,1,H5-AF-AF-mBHI-mGAM1,1.0
635,635,F3,F3-mBHI,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,False,mBHI,F3-AC/PP-AC/PP-mBHI-mBHI,mBHI,AC/PP-AC/PP,1,F3-e003Coalescence-mBHI-p1_S789,AC/PP-AC/PP-mBHI-mBHI,False,1,F3-AC/PP-AC/PP-mBHI-mBHI1,1.0
636,636,F11,F11-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mGAM,F11-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,1,F11-e003Coalescence-mGAM-p1_S841,AC/PP-AF-mGAM-mGAM,False,1,F11-AC/PP-AF-mGAM-mGAM1,3.0
637,637,D8,D8-mGAM,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mGAM,D8-AA-AF-mGAM-mGAM,mGAM,AA-AF,1,D8-e003Coalescence-mGAM-p1_S755,AA-AF-mGAM-mGAM,False,1,D8-AA-AF-mGAM-mGAM1,1.0
638,638,E8,E8-mGAM,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mGAM,E8-AA-AA-mGAM-mGAM,mGAM,AA-AA,1,E8-e003Coalescence-mGAM-p1_S816,AA-AA-mGAM-mGAM,False,1,E8-AA-AA-mGAM-mGAM1,1.0
639,639,D9,D9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,D9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,1,D9-e003Coalescence-mGAM-p1_S763,AC/PP-AF-mGAM-mGAM,False,1,D9-AC/PP-AF-mGAM-mGAM1,1.0
640,640,C9,C9-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,C9-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,1,C9-e003Coalescence-mGAM-p1_S762,AC/PP-AE-mGAM-mGAM,False,1,C9-AC/PP-AE-mGAM-mGAM1,1.0
641,641,B4,B4-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,False,mBHI,B4-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,1,B4-e003Coalescence-mBHI-p1_S733,AC/PP-AE-mBHI-mBHI,False,1,B4-AC/PP-AE-mBHI-mBHI1,1.0
642,642,A9,A9-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mBHI,A9-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,1,A9-e003Coalescence-mBHI-p1_S756,AA-AC/PP-mGAM-mBHI,False,1,A9-AA-AC/PP-mGAM-mBHI1,1.0
643,643,F2,F2-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mGAM,F2-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,1,F2-e003Coalescence-mGAM-p1_S785,AA-AC/PP-mBHI-mGAM,False,1,F2-AA-AC/PP-mBHI-mGAM1,3.0
644,644,G11,G11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,G11-AE-AF-mGAM-mGAM,mGAM,AE-AF,1,G11-e003Coalescence-mGAM-p1_S842,AE-AF-mGAM-mGAM,False,1,G11-AE-AF-mGAM-mGAM1,1.0
645,645,C5,C5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C5-AE-AF-mBHI-mBHI,mBHI,AE-AF,1,C5-e003Coalescence-mBHI-p1_S742,AE-AF-mBHI-mBHI,False,1,C5-AE-AF-mBHI-mBHI1,0.0
646,646,H11,H11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,H11-AF-AF-mGAM-mGAM,mGAM,AF-AF,1,H11-e003Coalescence-mGAM-p1_S843,AF-AF-mGAM-mGAM,False,1,H11-AF-AF-mGAM-mGAM1,1.0
647,647,F5,F5-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mGAM,F5-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,1,F5-e003Coalescence-mGAM-p1_S809,AC/PP-AF-mBHI-mGAM,False,1,F5-AC/PP-AF-mBHI-mGAM1,3.0
648,648,H3,H3-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mGAM,H3-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,1,H3-e003Coalescence-mGAM-p1_S795,AC/PP-AF-mBHI-mGAM,False,1,H3-AC/PP-AF-mBHI-mGAM1,1.0
649,649,A11,A11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,A11-AA-AF-mGAM-mGAM,mGAM,AA-AF,1,A11-e003Coalescence-mGAM-p1_S776,AA-AF-mGAM-mGAM,False,1,A11-AA-AF-mGAM-mGAM1,0.0
650,650,D3,D3-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mBHI,D3-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,1,D3-e003Coalescence-mBHI-p1_S727,AC/PP-AF-mBHI-mBHI,False,1,D3-AC/PP-AF-mBHI-mBHI1,0.0
651,651,H11,H11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,H11-AF-AF-mGAM-mBHI,mGAM,AF-AF,1,H11-e003Coalescence-mBHI-p1_S839,AF-AF-mGAM-mBHI,False,1,H11-AF-AF-mGAM-mBHI1,1.0
652,652,G3,G3-mGAM,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G3-AC/PP-AE-mBHI-mGAM,mBHI,AC/PP-AE,1,G3-e003Coalescence-mGAM-p1_S794,AC/PP-AE-mBHI-mGAM,False,1,G3-AC/PP-AE-mBHI-mGAM1,3.0
653,653,G9,G9-mBHI,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mBHI,G9-AC/PP-AE-mGAM-mBHI,mGAM,AC/PP-AE,1,G9-e003Coalescence-mBHI-p1_S822,AC/PP-AE-mGAM-mBHI,False,1,G9-AC/PP-AE-mGAM-mBHI1,0.0
654,654,B9,B9-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mBHI,B9-AC/PP-AC/PP-mGAM-mBHI,mGAM,AC/PP-AC/PP,1,B9-e003Coalescence-mBHI-p1_S757,AC/PP-AC/PP-mGAM-mBHI,False,1,B9-AC/PP-AC/PP-mGAM-mBHI1,0.0
655,655,F4,F4-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,False,mBHI,F4-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,1,F4-e003Coalescence-mBHI-p1_S797,AC/PP-AE-mBHI-mBHI,False,1,F4-AC/PP-AE-mBHI-mBHI1,3.0
656,656,G4,G4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G4-AE-AE-mBHI-mBHI,mBHI,AE-AE,1,G4-e003Coalescence-mBHI-p1_S798,AE-AE-mBHI-mBHI,False,1,G4-AE-AE-mBHI-mBHI1,1.0
657,657,C3,C3-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C3-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,1,C3-e003Coalescence-mBHI-p1_S726,AC/PP-AE-mBHI-mBHI,False,1,C3-AC/PP-AE-mBHI-mBHI1,0.0
658,658,G10,G10-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,G10-AE-AE-mGAM-mGAM,mGAM,AE-AE,1,G10-e003Coalescence-mGAM-p1_S834,AE-AE-mGAM-mGAM,False,1,G10-AE-AE-mGAM-mGAM1,0.0
659,659,D5,D5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,D5-AF-AF-mBHI-mBHI,mBHI,AF-AF,1,D5-e003Coalescence-mBHI-p1_S743,AF-AF-mBHI-mBHI,False,1,D5-AF-AF-mBHI-mBHI1,0.0
660,660,H4,H4-mBHI,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mBHI,H4-AE-AF-mBHI-mBHI,mBHI,AE-AF,1,H4-e003Coalescence-mBHI-p1_S799,AE-AF-mBHI-mBHI,False,1,H4-AE-AF-mBHI-mBHI1,3.0
661,661,F4,F4-mGAM,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,False,mGAM,F4-AC/PP-AE-mBHI-mGAM,mBHI,AC/PP-AE,1,F4-e003Coalescence-mGAM-p1_S801,AC/PP-AE-mBHI-mGAM,False,1,F4-AC/PP-AE-mBHI-mGAM1,2.0
662,662,E5,E5-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mBHI,E5-AA-AF-mBHI-mBHI,mBHI,AA-AF,1,E5-e003Coalescence-mBHI-p1_S804,AA-AF-mBHI-mBHI,False,1,E5-AA-AF-mBHI-mBHI1,2.0
663,663,H5,H5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,H5-AF-AF-mBHI-mBHI,mBHI,AF-AF,1,H5-e003Coalescence-mBHI-p1_S807,AF-AF-mBHI-mBHI,False,1,H5-AF-AF-mBHI-mBHI1,1.0
664,664,F10,F10-mGAM,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,False,mGAM,F10-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,1,F10-e003Coalescence-mGAM-p1_S833,AC/PP-AE-mGAM-mGAM,False,1,F10-AC/PP-AE-mGAM-mGAM1,3.0
665,665,H2,H2-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mGAM,H2-AA-AF-mBHI-mGAM,mBHI,AA-AF,1,H2-e003Coalescence-mGAM-p1_S787,AA-AF-mBHI-mGAM,False,1,H2-AA-AF-mBHI-mGAM1,3.0
666,666,B11,B11-mBHI,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mBHI,B11-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,1,B11-e003Coalescence-mBHI-p1_S773,AC/PP-AF-mGAM-mBHI,False,1,B11-AC/PP-AF-mGAM-mBHI1,2.0
667,667,E9,E9-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mGAM,E9-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,1,E9-e003Coalescence-mGAM-p1_S824,AA-AC/PP-mGAM-mGAM,False,1,E9-AA-AC/PP-mGAM-mGAM1,0.0
668,668,F9,F9-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mGAM,F9-AC/PP-AC/PP-mGAM-mGAM,mGAM,AC/PP-AC/PP,1,F9-e003Coalescence-mGAM-p1_S825,AC/PP-AC/PP-mGAM-mGAM,False,1,F9-AC/PP-AC/PP-mGAM-mGAM1,1.0
669,669,A2,A2-mGAM,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,A2-AA-AA-mBHI-mGAM,mBHI,AA-AA,1,A2-e003Coalescence-mGAM-p1_S720,AA-AA-mBHI-mGAM,False,1,A2-AA-AA-mBHI-mGAM1,0.0
670,670,B4,B4-mGAM,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,False,mGAM,B4-AC/PP-AE-mBHI-mGAM,mBHI,AC/PP-AE,1,B4-e003Coalescence-mGAM-p1_S737,AC/PP-AE-mBHI-mGAM,False,1,B4-AC/PP-AE-mBHI-mGAM1,1.0
671,671,D9,D9-mBHI,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mBHI,D9-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,1,D9-e003Coalescence-mBHI-p1_S759,AC/PP-AF-mGAM-mBHI,False,1,D9-AC/PP-AF-mGAM-mBHI1,1.0
