,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,0,0
B4-e003Coalescence-mBHI-p1_S733,0,0
B4-e003Coalescence-mBHI-p3,0,0
B4-e003Coalescence-mBHI-p5,0,0
B4-e003Coalescence-mGAM-p1_S737,0,0
B4-e003Coalescence-mGAM-p5,0,0
C3-e003Coalescence-mBHI-inoculumn-redo,0,0
C3-e003Coalescence-mBHI-p1_S726,0,0
C3-e003Coalescence-mBHI-p5,0,0
C3-e003Coalescence-mBHI-p7,0,0
C3-e003Coalescence-mGAM-p1_S730,0,0
C3-e003Coalescence-mGAM-p3,0,0
C3-e003Coalescence-mGAM-p5,0,0
C3-e003Coalescence-mGAM-p7,0,0
Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,0,0
Coalescence-D12-B4-ACPP-AE-mBHI-mGAM-3_S667,0,0
Coalescence-E4-C3-ACPP-AE-mBHI-mBHI-3_S671,0,0
Coalescence-F6-G3-ACPP-AE-mBHI-mBHI-3_S685,0,0
F4-e003Coalescence-mBHI-p1_S797,0,0
F4-e003Coalescence-mBHI-p3_S23,0,0
F4-e003Coalescence-mBHI-p5_S15,0,0
F4-e003Coalescence-mBHI-p7_S111,0,0
F4-e003Coalescence-mGAM-p1_S801,0,0
F4-e003Coalescence-mGAM-p3_S71,0,0
F4-e003Coalescence-mGAM-p5_S63,0,0
F4-e003Coalescence-mGAM-p7_S159,0,0
G3-e003Coalescence-mBHI-p1_S790,0,0
G3-e003Coalescence-mBHI-p3_S34,0,0
G3-e003Coalescence-mBHI-p5_S26,0,0
G3-e003Coalescence-mBHI-p7_S122,0,0
G3-e003Coalescence-mGAM-p1_S794,0,0
G3-e003Coalescence-mGAM-p3_S82,0,0
G3-e003Coalescence-mGAM-p5_S74,0,0
