,s1,s2,fixed_diffs,Species,Strain Shift
0,A2-e003Coalescence-Inoculumn-mGAM,C12-e003Coalescence-mBHI-p3,22154,100196,True
1,A2-e003Coalescence-Inoculumn-mGAM,C9-e003Coalescence-mGAM-p3,14177,100196,True
2,A2-e003Coalescence-Inoculumn-mGAM,B5-e004Assembly-mBHI-p3,36294,100196,True
3,A2-e003Coalescence-Inoculumn-mGAM,C11-e003Coalescence-mBHI-p3,22435,100196,True
4,A2-e003Coalescence-Inoculumn-mGAM,D11-e003Coalescence-mBHI-p5,25616,100196,True
5,A2-e003Coalescence-Inoculumn-mGAM,C9-e003Coalescence-mGAM-p7,40174,100196,True
6,A2-e003Coalescence-Inoculumn-mGAM,C8-e003Coalescence-mGAM-p7,7965,100196,True
7,A2-e003Coalescence-Inoculumn-mGAM,D10-e003Coalescence-mBHI-p3,21604,100196,True
8,A2-e003Coalescence-Inoculumn-mGAM,F3-e004Assembly-epsilon-p3,38777,100196,True
9,A2-e003Coalescence-Inoculumn-mGAM,A8-e003Coalescence-mBHI-p3,0,100196,False
10,A2-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-mBHI-p7,39567,100196,True
11,A2-e003Coalescence-Inoculumn-mGAM,B9-e003Coalescence-mGAM-p5,25759,100196,True
12,A2-e003Coalescence-Inoculumn-mGAM,A4-e003Coalescence-mBHI-inoculumn-redo,43013,100196,True
13,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-mBHI-p3,41970,100196,True
14,A2-e003Coalescence-Inoculumn-mGAM,D4-e003Coalescence-mBHI-p5,12877,100196,True
15,A2-e003Coalescence-Inoculumn-mGAM,B3-e004Assembly-mBHI-p7,43106,100196,True
16,A2-e003Coalescence-Inoculumn-mGAM,B5-e004Assembly-mBHI-p7,40311,100196,True
17,A2-e003Coalescence-Inoculumn-mGAM,D4-e003Coalescence-mBHI-p3,16188,100196,True
18,A2-e003Coalescence-Inoculumn-mGAM,C4-e003GlycerolRevival-mBHI-p2,41708,100196,True
19,A2-e003Coalescence-Inoculumn-mGAM,C5-e004Assembly-mBHI-p3,39528,100196,True
20,A2-e003Coalescence-Inoculumn-mGAM,D10-e003Assembly-mGAM-p5,42878,100196,True
21,A2-e003Coalescence-Inoculumn-mGAM,C3-e004Assembly-mBHI-p5,42702,100196,True
22,A2-e003Coalescence-Inoculumn-mGAM,B8-e003Assembly-mGAM-p5,1,100196,False
23,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mGAM-p7,21462,100196,True
24,A2-e003Coalescence-Inoculumn-mGAM,B12-e003Coalescence-mBHI-p3,21750,100196,True
25,A2-e003Coalescence-Inoculumn-mGAM,D3-e004Assembly-mGAM-p7,43118,100196,True
26,A2-e003Coalescence-Inoculumn-mGAM,C8-e003Assembly-mGAM-p3,1,100196,False
27,A2-e003Coalescence-Inoculumn-mGAM,C3-e003Coalescence-mGAM-p3,21055,100196,True
28,A2-e003Coalescence-Inoculumn-mGAM,B4-e003Assembly-mBHI-p5,42494,100196,True
29,A2-e003Coalescence-Inoculumn-mGAM,D4-e004Assembly-mGAM-p5,24436,100196,True
30,A2-e003Coalescence-Inoculumn-mGAM,D3-e003Coalescence-Inoculumn-mBHI,14238,100196,True
31,A2-e003Coalescence-Inoculumn-mGAM,C3-e003Coalescence-mBHI-p7,42169,100196,True
32,A2-e003Coalescence-Inoculumn-mGAM,D11-e003Coalescence-mGAM-p5,25148,100196,True
33,A2-e003Coalescence-Inoculumn-mGAM,A11-e003Coalescence-mGAM-p7,24381,100196,True
34,A2-e003Coalescence-Inoculumn-mGAM,B8-e003Coalescence-mBHI-p5,25967,100196,True
35,A2-e003Coalescence-Inoculumn-mGAM,B10-e003Assembly-mGAM-p5,36694,100196,True
36,A2-e003Coalescence-Inoculumn-mGAM,C2-e003Coalescence-mGAM-p7,43145,100196,True
37,A2-e003Coalescence-Inoculumn-mGAM,D3-e003Coalescence-mBHI-p5,14685,100196,True
38,A2-e003Coalescence-Inoculumn-mGAM,B11-e003Coalescence-mGAM-p3,26160,100196,True
