,0.025,0.025
A2-e003Coalescence-mBHI-inoculumn-redo,1.0,0.0
B3-e003Coalescence-Inoculumn-mBHI,0.0,1.0
A3-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
A3-e003Coalescence-mBHI-p3,0.0,1.0
A3-e003Coalescence-mGAM-p7,1.0,0.0
B2-e003Coalescence-Inoculumn-mBHI,0.0,0.2561750000000001
B2-e003Coalescence-mBHI-p3,0.0,1.0
B2-e003Coalescence-mBHI-p5,0.0,1.0
B2-e003Coalescence-mGAM-p3,1.0,0.0
E3-e003Coalescence-mBHI-p3_S10,0.0,1.0
E3-e003Coalescence-mBHI-p5_S2,0.0,1.0
E3-e003Coalescence-mGAM-p3_S58,1.0,0.0
E3-e003Coalescence-mGAM-p5_S50,0.231,0.0
E3-e003Coalescence-mGAM-p7_S146,0.0,0.8
F2-e003Coalescence-mBHI-p3_S21,0.0,1.0
F2-e003Coalescence-mBHI-p5_S13,0.0,1.0
F2-e003Coalescence-mGAM-p3_S69,1.0,0.0
F2-e003Coalescence-mGAM-p5_S61,1.0,0.0
