,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,0.009571404370658987,
A9-e003Coalescence-mBHI-p3,0.8349991529730646,
A9-e003Coalescence-mBHI-p5,0.7608842961206166,
A9-e003Coalescence-mBHI-p7,0.812807047264103,
A9-e003Coalescence-mGAM-p5,0.950194816195155,
A9-e003Coalescence-mGAM-p7,0.9872098932746062,
B2-e003Coalescence-Inoculumn-mGAM,0.00025410808063696424,
B8-e003Coalescence-mBHI-p5,0.9471455192275114,
B8-e003Coalescence-mBHI-p7,0.4257157377604608,
B8-e003Coalescence-mGAM-p5,0.9481619515500593,
B8-e003Coalescence-mGAM-p7,0.9814501101135016,
E9-e003Coalescence-mBHI-p5_S6,0.8850584448585465,
E9-e003Coalescence-mBHI-p7_S102,0.8042520752159918,
E9-e003Coalescence-mGAM-p3_S154,0.679569710316788,
E9-e003Coalescence-mGAM-p5_S54,0.9440962222598679,
E9-e003Coalescence-mGAM-p7_S150,0.3151787226833813,
F8-e003Coalescence-mBHI-p3_S117,0.891326444180925,
F8-e003Coalescence-mBHI-p5_S17,0.9540064374047095,
F8-e003Coalescence-mBHI-p7_S113,0.8480433677790954,
F8-e003Coalescence-mGAM-p3_S165,0.4994070811451804,
F8-e003Coalescence-mGAM-p5_S65,0.9740809757750296,
F8-e003Coalescence-mGAM-p7_S161,0.9721328138234796,
A3-e003Coalescence-Inoculumn-mGAM,,0.0
A9-e003Coalescence-mBHI-p3,,0.0
A9-e003Coalescence-mBHI-p5,,0.01018841068284826
A9-e003Coalescence-mBHI-p7,,0.0
A9-e003Coalescence-mGAM-p5,,0.0
A9-e003Coalescence-mGAM-p7,,0.0
B2-e003Coalescence-Inoculumn-mGAM,,0.0
B8-e003Coalescence-mBHI-p5,,0.0
B8-e003Coalescence-mBHI-p7,,0.0001123721766490617
B8-e003Coalescence-mGAM-p5,,0.0
B8-e003Coalescence-mGAM-p7,,0.0
E9-e003Coalescence-mBHI-p5_S6,,0.0002247443532981234
E9-e003Coalescence-mBHI-p7_S102,,0.0009364348054088475
E9-e003Coalescence-mGAM-p3_S154,,0.0
E9-e003Coalescence-mGAM-p5_S54,,0.0
E9-e003Coalescence-mGAM-p7_S150,,0.0
F8-e003Coalescence-mBHI-p3_S117,,0.00037457392216353895
F8-e003Coalescence-mBHI-p5_S17,,0.0
F8-e003Coalescence-mBHI-p7_S113,,0.0
F8-e003Coalescence-mGAM-p3_S165,,7.491478443270779e-05
F8-e003Coalescence-mGAM-p5_S65,,0.0
F8-e003Coalescence-mGAM-p7_S161,,0.0
